지점,지점명,일시,평균 전운량(1/10),평균 중하층운량(1/10)
251,고창군,2022-01-08,2.7,2.4
138,포항,2022-01-08,1.4,0.1
177,홍성,2022-01-08,5.6,5.6
266,광양시,2022-01-08,1.7,0
283,경주시,2022-01-08,2.1,0.9
243,부안,2022-01-08,3.6,3
159,부산,2022-01-08,0,0
202,양평,2022-01-08,5.3,4.5
289,산청,2022-01-08,2,0
259,강진군,2022-01-08,2.1,0.5
244,임실,2022-01-08,2.9,2.5
278,의성,2022-01-08,1.4,1.3
268,진도군,2022-01-08,2.9,1.6
273,문경,2022-01-08,0.9,0.9
184,제주,2022-01-08,7.5,7.5
98,동두천,2022-01-08,6.6,6.5
112,인천,2022-01-08,7.1,6.5
143,대구,2022-01-08,0.8,0.8
172,고창,2022-01-09,5.9,0
288,밀양,2022-01-09,5.6,1.9
226,보은,2022-01-09,5,2.8
261,해남,2022-01-09,4.8,0.9
192,진주,2022-01-09,5.1,1.9
289,산청,2022-01-09,5.1,1.1
272,영주,2022-01-09,5.1,0
143,대구,2022-01-09,5.3,3.5
185,고산,2022-01-09,5.1,3.5
284,거창,2022-01-09,5.9,1.1
169,흑산도,2022-01-09,7.3,5.8
277,영덕,2022-01-09,4.9,1.3
253,김해시,2022-01-09,4.5,0
212,홍천,2022-01-09,4.3,0
140,군산,2022-01-09,4.9,1.3
281,영천,2022-01-09,4.5,0.1
184,제주,2022-01-09,8.3,7.9
278,의성,2022-01-09,4.9,1.9
202,양평,2022-01-09,4,2.6
137,상주,2022-01-09,5.1,3.8
243,부안,2022-01-09,5.1,1.9
276,청송군,2022-01-09,4.9,0.4
99,파주,2022-01-09,1.1,0.9
100,대관령,2022-01-09,4.8,2.6
257,양산시,2022-01-09,4.3,0
131,청주,2022-01-09,5.1,3.4
211,인제,2022-01-09,3.3,1.3
247,남원,2022-01-09,4.8,3.4
262,고흥,2022-01-09,5.6,2.4
114,원주,2022-01-09,3.4,0.5
279,구미,2022-01-09,5.4,2.4
203,이천,2022-01-09,2.4,1.8
90,속초,2022-01-09,3,0.3
168,여수,2022-01-09,5.4,2.3
165,목포,2022-01-09,5.6,3.9
239,세종,2022-01-09,4.6,3.1
136,안동,2022-01-09,6.3,3.4
294,거제,2022-01-09,5.1,1
133,대전,2022-01-09,5.1,4.3
221,제천,2022-01-09,4.3,0.3
156,광주,2022-01-09,5.8,5.8
255,북창원,2022-01-09,4,0.1
121,영월,2022-01-09,5.5,3
252,영광군,2022-01-09,5,0.1
104,북강릉,2022-01-09,4,2
245,정읍,2022-01-09,5.5,4.3
254,순창군,2022-01-09,4.8,2.9
260,장흥,2022-01-09,4.4,1.6
217,정선군,2022-01-09,4.5,2.3
162,통영,2022-01-09,5.5,2.1
283,경주시,2022-01-09,4.8,0
98,동두천,2022-01-09,0.5,0
273,문경,2022-01-09,5,0.6
112,인천,2022-01-09,2.8,1.4
159,부산,2022-01-09,4.8,0.1
115,울릉도,2022-01-09,7.9,7.5
170,완도,2022-01-09,5.3,3.6
135,추풍령,2022-01-09,5.1,3.9
127,충주,2022-01-09,4.1,2
216,태백,2022-01-09,4.8,1.1
102,백령도,2022-01-09,3.6,0.6
263,의령군,2022-01-09,5,0
177,홍성,2022-01-09,4.3,2.3
201,강화,2022-01-09,1,0
105,강릉,2022-01-09,5.1,2.8
155,창원,2022-01-09,4.8,0
106,동해,2022-01-09,4.4,0.4
108,서울,2022-01-09,3.1,2.5
235,보령,2022-01-09,4.4,2.4
268,진도군,2022-01-09,5,4
174,순천,2022-01-09,4.9,2.4
188,성산,2022-01-09,6.4,2.3
130,울진,2022-01-09,5.4,1.6
232,천안,2022-01-09,3.3,1.8
258,보성군,2022-01-09,5,3.5
119,수원,2022-01-09,3.4,2.5
285,합천,2022-01-09,5.5,0
95,철원,2022-01-09,3.5,0.8
264,함양군,2022-01-09,5.1,1
244,임실,2022-01-09,5.8,4.8
295,남해,2022-01-09,4.8,0.1
189,서귀포,2022-01-09,6,2.6
93,북춘천,2022-01-09,4,3
271,봉화,2022-01-09,5.9,1.8
266,광양시,2022-01-09,4.1,0
236,부여,2022-01-09,4.4,0.8
238,금산,2022-01-09,5.1,5
259,강진군,2022-01-09,4.8,1.1
152,울산,2022-01-09,3.5,0.1
129,서산,2022-01-09,3.5,1.5
146,전주,2022-01-09,5.3,5.3
251,고창군,2022-01-09,6.1,2.8
138,포항,2022-01-09,4.4,1
248,장수,2022-01-09,5.9,1
115,울릉도,2022-01-10,7.9,5.4
159,부산,2022-01-10,3.1,1.4
221,제천,2022-01-10,7.3,0.6
239,세종,2022-01-10,9.4,4.9
177,홍성,2022-01-10,8.1,4.1
165,목포,2022-01-10,5.3,2.1
278,의성,2022-01-10,6.3,1
264,함양군,2022-01-10,4.3,0.4
99,파주,2022-01-10,7.4,4
251,고창군,2022-01-10,5.1,0.5
283,경주시,2022-01-10,4.8,1.5
189,서귀포,2022-01-10,6.5,4.3
185,고산,2022-01-10,6.5,4.6
202,양평,2022-01-10,6.4,4.4
170,완도,2022-01-10,4.9,3.4
254,순창군,2022-01-10,6.6,0.4
295,남해,2022-01-10,4,1.4
243,부안,2022-01-10,5.5,1.4
188,성산,2022-01-10,5.5,3.5
272,영주,2022-01-10,6,3.8
138,포항,2022-01-10,4.3,1.9
245,정읍,2022-01-10,4.4,2.9
266,광양시,2022-01-10,4.9,1.5
260,장흥,2022-01-10,5.3,3.1
262,고흥,2022-01-10,4.6,2.4
271,봉화,2022-01-10,5.8,3.1
137,상주,2022-01-10,5,2.1
273,문경,2022-01-10,6.4,0.9
247,남원,2022-01-10,3.9,1.4
261,해남,2022-01-10,5.5,2.3
143,대구,2022-01-10,4.9,1.8
236,부여,2022-01-10,8.4,1.3
98,동두천,2022-01-10,8.5,3.5
268,진도군,2022-01-10,5.1,2.3
112,인천,2022-01-10,7,2.5
232,천안,2022-01-10,7.6,3.6
259,강진군,2022-01-10,5,2
284,거창,2022-01-10,4.1,1.6
146,전주,2022-01-10,4.5,1.8
114,원주,2022-01-10,6.4,0.8
93,북춘천,2022-01-10,8,4.1
217,정선군,2022-01-10,6.6,2.6
252,영광군,2022-01-10,5.8,0
108,서울,2022-01-10,7,3.3
263,의령군,2022-01-10,4.1,1.3
106,동해,2022-01-10,5.9,0.3
257,양산시,2022-01-10,4.9,0
212,홍천,2022-01-10,7.1,0
172,고창,2022-01-10,5.8,0.6
294,거제,2022-01-10,3.5,2.3
129,서산,2022-01-10,9.1,1.5
162,통영,2022-01-10,3.4,2.3
174,순천,2022-01-10,4.8,1.5
136,안동,2022-01-10,6.3,2.6
168,여수,2022-01-10,3.3,2
253,김해시,2022-01-10,4.5,1.5
121,영월,2022-01-10,7,2.6
288,밀양,2022-01-10,4.8,3
276,청송군,2022-01-10,5.5,0
255,북창원,2022-01-10,3.4,0.5
277,영덕,2022-01-10,4.4,2
258,보성군,2022-01-10,5.3,1.6
105,강릉,2022-01-10,6.4,4.4
238,금산,2022-01-10,6.9,5.3
152,울산,2022-01-10,4.6,3.5
131,청주,2022-01-10,6.9,4.9
248,장수,2022-01-10,4,0.5
169,흑산도,2022-01-10,7.8,6.5
156,광주,2022-01-10,5.4,2.4
235,보령,2022-01-10,7,4.5
90,속초,2022-01-10,6.5,2.3
192,진주,2022-01-10,3.3,1
135,추풍령,2022-01-10,6,1.6
133,대전,2022-01-10,6.6,3.5
155,창원,2022-01-10,3.9,2.1
100,대관령,2022-01-10,6.5,2.3
279,구미,2022-01-10,5.1,0.5
184,제주,2022-01-10,8.6,8.3
201,강화,2022-01-10,7.1,2.8
119,수원,2022-01-10,7,3.8
95,철원,2022-01-10,7.9,3.6
203,이천,2022-01-10,6.9,5.1
244,임실,2022-01-10,3.9,2
127,충주,2022-01-10,7,2.8
281,영천,2022-01-10,5,0.8
211,인제,2022-01-10,6.8,2.4
104,북강릉,2022-01-10,5.5,1.8
216,태백,2022-01-10,6.3,1.6
285,합천,2022-01-10,4.5,1
102,백령도,2022-01-10,8,4.8
140,군산,2022-01-10,6,5.6
226,보은,2022-01-10,8.4,7.5
289,산청,2022-01-10,4.1,1.3
130,울진,2022-01-10,5.8,2.4
131,청주,2022-01-11,3.4,2.9
217,정선군,2022-01-11,2.6,0.6
252,영광군,2022-01-11,9.3,2
119,수원,2022-01-11,0.6,0.6
251,고창군,2022-01-11,9.6,6.4
104,북강릉,2022-01-11,1.6,1.1
245,정읍,2022-01-11,8.4,8.4
185,고산,2022-01-11,8.9,7.4
257,양산시,2022-01-11,2.7,2.4
129,서산,2022-01-11,7,1.5
254,순창군,2022-01-11,8.9,6.3
232,천안,2022-01-11,2.4,1.8
260,장흥,2022-01-11,9,8.9
283,경주시,2022-01-11,2.1,1.3
244,임실,2022-01-11,5.3,3.1
281,영천,2022-01-11,1.4,0.5
216,태백,2022-01-11,1.4,1
285,합천,2022-01-11,2.7,1.8
127,충주,2022-01-11,2.1,2.1
235,보령,2022-01-11,7.4,7.3
102,백령도,2022-01-11,9,9
263,의령군,2022-01-11,2.4,1
106,동해,2022-01-11,1.6,1.3
289,산청,2022-01-11,2.1,2
212,홍천,2022-01-11,1.4,0
294,거제,2022-01-11,2.1,1.8
277,영덕,2022-01-11,1.4,0.6
136,안동,2022-01-11,2.4,2.1
253,김해시,2022-01-11,2.7,0.3
276,청송군,2022-01-11,1.7,0.4
169,흑산도,2022-01-11,9.4,8.3
184,제주,2022-01-11,9.4,7.6
201,강화,2022-01-11,0.9,0
138,포항,2022-01-11,1.6,1.6
135,추풍령,2022-01-11,3.7,3.3
99,파주,2022-01-11,0.3,0
177,홍성,2022-01-11,5.4,5.4
259,강진군,2022-01-11,8.9,4.4
98,동두천,2022-01-11,0,0
243,부안,2022-01-11,8.1,7.3
266,광양시,2022-01-11,3,1.5
273,문경,2022-01-11,1.9,1.4
268,진도군,2022-01-11,8.4,7
165,목포,2022-01-11,7.8,7.5
112,인천,2022-01-11,0.3,0.3
159,부산,2022-01-11,2.3,2
121,영월,2022-01-11,2.4,1.4
202,양평,2022-01-11,0.4,0.3
115,울릉도,2022-01-11,8,6.9
170,완도,2022-01-11,6.6,6.6
189,서귀포,2022-01-11,8.3,5
93,북춘천,2022-01-11,1.8,1.5
255,북창원,2022-01-11,1.6,0.9
188,성산,2022-01-11,8.1,7.4
174,순천,2022-01-11,8.4,3.9
152,울산,2022-01-11,2.3,2.3
108,서울,2022-01-11,0.4,0.4
95,철원,2022-01-11,1.6,0.8
168,여수,2022-01-11,3.1,2.8
247,남원,2022-01-11,5.6,4.8
172,고창,2022-01-11,9.6,0.3
143,대구,2022-01-11,2.8,2.5
248,장수,2022-01-11,3.7,2.4
146,전주,2022-01-11,3.8,3.6
236,부여,2022-01-11,4.3,1.5
226,보은,2022-01-11,3.6,2.5
130,울진,2022-01-11,1.4,1.3
156,광주,2022-01-11,9.8,5.4
239,세종,2022-01-11,4.3,1.8
192,진주,2022-01-11,1.6,1.6
221,제천,2022-01-11,1.9,0.5
262,고흥,2022-01-11,6.6,5
258,보성군,2022-01-11,8.3,2.8
105,강릉,2022-01-11,1.6,0.4
90,속초,2022-01-11,1.3,0.9
211,인제,2022-01-11,1.9,1.1
133,대전,2022-01-11,4.8,4.1
279,구미,2022-01-11,1.4,1.1
261,해남,2022-01-11,8.1,7.3
203,이천,2022-01-11,1,0.9
264,함양군,2022-01-11,3.1,2.5
155,창원,2022-01-11,2,1.5
272,영주,2022-01-11,2.1,1
177,홍성,2022-01-12,3.5,2.3
244,임실,2022-01-12,5.4,2.5
146,전주,2022-01-12,3.4,3.1
261,해남,2022-01-12,6.8,4.1
216,태백,2022-01-12,3.4,1.5
239,세종,2022-01-12,3.1,0.3
281,영천,2022-01-12,3,0.1
99,파주,2022-01-12,3.5,2.3
283,경주시,2022-01-12,3.1,0.4
285,합천,2022-01-12,2.4,1.1
226,보은,2022-01-12,2.4,0
127,충주,2022-01-12,2.8,0.8
133,대전,2022-01-12,1.1,1.1
165,목포,2022-01-12,7.6,7
152,울산,2022-01-12,2,1
279,구미,2022-01-12,1.9,0
259,강진군,2022-01-12,6.8,3.3
243,부안,2022-01-12,6.6,2.6
248,장수,2022-01-12,4.4,1.5
174,순천,2022-01-12,1.9,0.1
188,성산,2022-01-12,9.3,6.9
278,의성,2022-01-12,1.4,0
115,울릉도,2022-01-12,8.6,7.3
260,장흥,2022-01-12,6.4,4.4
295,남해,2022-01-12,2,0.4
159,부산,2022-01-12,1.5,0
114,원주,2022-01-12,4.4,0.9
170,완도,2022-01-12,6.8,5.3
272,영주,2022-01-12,1,0
112,인천,2022-01-12,3.9,0.8
189,서귀포,2022-01-12,6.6,6.6
236,부여,2022-01-12,3.1,1.4
268,진도군,2022-01-12,8,4.1
203,이천,2022-01-12,4.1,1.6
143,대구,2022-01-12,2,0
93,북춘천,2022-01-12,1.9,0
137,상주,2022-01-12,2.1,0.1
135,추풍령,2022-01-12,2.4,0.6
273,문경,2022-01-12,0.6,0
138,포항,2022-01-12,2.3,0.8
271,봉화,2022-01-12,3.1,0.1
266,광양시,2022-01-12,2.3,1.1
264,함양군,2022-01-12,3.3,0
192,진주,2022-01-12,2.1,1.5
201,강화,2022-01-12,4.9,0.9
184,제주,2022-01-12,8.6,8.1
98,동두천,2022-01-12,3.1,1.4
155,창원,2022-01-12,2.6,1.3
284,거창,2022-01-12,1.9,0.1
217,정선군,2022-01-12,2.9,0
235,보령,2022-01-12,4.5,2.5
202,양평,2022-01-12,3.1,0.6
172,고창,2022-01-12,7.6,1.8
294,거제,2022-01-12,1.6,0.5
289,산청,2022-01-12,2.3,1.3
276,청송군,2022-01-12,1.3,0
257,양산시,2022-01-12,2.3,0.8
95,철원,2022-01-12,4.6,0.9
254,순창군,2022-01-12,4.5,1.1
136,안동,2022-01-12,1.4,0
156,광주,2022-01-12,6.5,5
129,서산,2022-01-12,3.3,1.5
212,홍천,2022-01-12,2.4,0
252,영광군,2022-01-12,8.3,2.1
247,남원,2022-01-12,5.3,3.6
162,통영,2022-01-12,1.8,1.3
258,보성군,2022-01-12,4.1,2.3
119,수원,2022-01-12,1.5,0
104,북강릉,2022-01-12,2.5,0.3
253,김해시,2022-01-12,1.9,0.5
277,영덕,2022-01-12,2.6,2.5
288,밀양,2022-01-12,2.3,1.6
100,대관령,2022-01-12,3.5,1.5
168,여수,2022-01-12,1.4,0.6
102,백령도,2022-01-12,5.3,4.4
131,청주,2022-01-12,1.5,1.1
185,고산,2022-01-12,8.8,7.5
221,제천,2022-01-12,3.9,0
169,흑산도,2022-01-12,9,8.8
140,군산,2022-01-12,5.8,2.8
211,인제,2022-01-12,4,0
121,영월,2022-01-12,2.6,0.4
130,울진,2022-01-12,3.3,2.5
90,속초,2022-01-12,3.4,1.9
263,의령군,2022-01-12,2.4,1
245,정읍,2022-01-12,5.3,3.6
238,금산,2022-01-12,2.6,1.3
232,천안,2022-01-12,2.9,1.1
108,서울,2022-01-12,2.8,0
251,고창군,2022-01-12,6.6,5.4
105,강릉,2022-01-12,3.3,1.8
262,고흥,2022-01-12,2.8,0.9
106,동해,2022-01-12,3.3,2.6
255,북창원,2022-01-12,2,0.5
115,울릉도,2022-01-13,7.5,7.5
170,완도,2022-01-13,8,6.5
152,울산,2022-01-13,1.3,0.6
288,밀양,2022-01-13,1.9,1.9
266,광양시,2022-01-13,4.9,2
253,김해시,2022-01-13,1.9,1.5
169,흑산도,2022-01-13,8.5,8.1
295,남해,2022-01-13,2.9,2.3
276,청송군,2022-01-13,0,0
188,성산,2022-01-13,8.9,8.1
238,금산,2022-01-13,2.5,2.5
261,해남,2022-01-13,6.8,5.4
189,서귀포,2022-01-13,7.1,6.6
105,강릉,2022-01-13,2.3,1.3
258,보성군,2022-01-13,3.9,1.1
203,이천,2022-01-13,1,1
102,백령도,2022-01-13,6.6,6.6
135,추풍령,2022-01-13,3.4,2.3
226,보은,2022-01-13,3.6,3.4
140,군산,2022-01-13,4,3.9
90,속초,2022-01-13,1.8,0.6
235,보령,2022-01-13,5.9,5.8
244,임실,2022-01-13,2.6,2
263,의령군,2022-01-13,2.8,2.3
127,충주,2022-01-13,1.3,1.3
285,합천,2022-01-13,1.8,1
155,창원,2022-01-13,2.1,2.1
255,북창원,2022-01-13,2.5,1.5
216,태백,2022-01-13,0.5,0
281,영천,2022-01-13,0.5,0.5
106,동해,2022-01-13,2,0.1
279,구미,2022-01-13,2.3,1.1
168,여수,2022-01-13,4,2.8
294,거제,2022-01-13,2.5,2.1
248,장수,2022-01-13,3,1.3
289,산청,2022-01-13,2.1,1
136,안동,2022-01-13,0.4,0
184,제주,2022-01-13,9.4,8.4
212,홍천,2022-01-13,0.1,0
172,고창,2022-01-13,7.6,0.6
192,진주,2022-01-13,3.5,1
162,통영,2022-01-13,2.5,2.4
277,영덕,2022-01-13,0.8,0.1
138,포항,2022-01-13,0.3,0
93,북춘천,2022-01-13,0.3,0.3
143,대구,2022-01-13,0.9,0.9
201,강화,2022-01-13,2.1,1.9
108,서울,2022-01-13,2.3,1.9
177,홍성,2022-01-13,5.3,5.3
272,영주,2022-01-13,2.3,0
129,서산,2022-01-13,4.1,1.5
251,고창군,2022-01-13,7.6,5.3
284,거창,2022-01-13,2,1
119,수원,2022-01-13,2.4,1.9
262,고흥,2022-01-13,4.6,3.4
99,파주,2022-01-13,1.6,1
137,상주,2022-01-13,2,1.9
100,대관령,2022-01-13,1.8,0
236,부여,2022-01-13,2.9,1.6
245,정읍,2022-01-13,6,5.8
131,청주,2022-01-13,4.4,4.4
283,경주시,2022-01-13,1.3,0
247,남원,2022-01-13,5.3,4.8
271,봉화,2022-01-13,0,0
268,진도군,2022-01-13,8.8,7.4
252,영광군,2022-01-13,7.9,1.6
133,대전,2022-01-13,2.9,2.9
217,정선군,2022-01-13,0.6,0
264,함양군,2022-01-13,2.3,1.1
273,문경,2022-01-13,2.1,1.3
254,순창군,2022-01-13,7.8,5.1
95,철원,2022-01-13,4,0.1
104,북강릉,2022-01-13,1.4,0.5
202,양평,2022-01-13,0.5,0.5
278,의성,2022-01-13,0.4,0.1
130,울진,2022-01-13,0.3,0.1
232,천안,2022-01-13,3.3,2.3
259,강진군,2022-01-13,7.3,4.3
174,순천,2022-01-13,5.3,2.8
211,인제,2022-01-13,0.4,0
221,제천,2022-01-13,1.4,1
185,고산,2022-01-13,9.1,7.8
260,장흥,2022-01-13,7.1,6
257,양산시,2022-01-13,1.6,0.9
165,목포,2022-01-13,9.3,7.6
114,원주,2022-01-13,1.3,1.1
239,세종,2022-01-13,5,3.4
159,부산,2022-01-13,1.4,1.4
146,전주,2022-01-13,3,2.5
98,동두천,2022-01-13,1.1,1.1
156,광주,2022-01-13,8.9,7.8
243,부안,2022-01-13,6.6,3.9
112,인천,2022-01-13,2.9,2.9
121,영월,2022-01-13,0.9,0.5
252,영광군,2022-01-14,5.8,1.5
168,여수,2022-01-14,2.6,0
221,제천,2022-01-14,3,0
202,양평,2022-01-14,3,1.6
245,정읍,2022-01-14,4,3.3
138,포항,2022-01-14,1.4,0
243,부안,2022-01-14,4.8,1.1
140,군산,2022-01-14,3.1,1.9
285,합천,2022-01-14,3.1,0
211,인제,2022-01-14,1.9,0
226,보은,2022-01-14,2.9,0
165,목포,2022-01-14,6.1,4
131,청주,2022-01-14,2.1,0
263,의령군,2022-01-14,2.5,0
254,순창군,2022-01-14,4.6,0.4
258,보성군,2022-01-14,3,2.4
105,강릉,2022-01-14,1.5,0.8
169,흑산도,2022-01-14,8.9,5.8
130,울진,2022-01-14,1.1,0.4
238,금산,2022-01-14,3,1.9
289,산청,2022-01-14,2.6,0
257,양산시,2022-01-14,2.3,0.3
174,순천,2022-01-14,3.1,1.8
253,김해시,2022-01-14,2.1,0
276,청송군,2022-01-14,2.4,0
156,광주,2022-01-14,3.4,1.4
104,북강릉,2022-01-14,0.4,0
152,울산,2022-01-14,1.8,0
262,고흥,2022-01-14,3.1,2
244,임실,2022-01-14,3.5,0.1
288,밀양,2022-01-14,1.9,1.1
172,고창,2022-01-14,4.3,1
185,고산,2022-01-14,8.6,7
277,영덕,2022-01-14,0.9,0
162,통영,2022-01-14,2.6,1.9
247,남원,2022-01-14,3.5,2.3
212,홍천,2022-01-14,2.4,0
136,안동,2022-01-14,1.6,0.1
119,수원,2022-01-14,2.8,0
100,대관령,2022-01-14,1.6,0
129,서산,2022-01-14,3.6,1.5
95,철원,2022-01-14,6.4,0
108,서울,2022-01-14,2.6,0
106,동해,2022-01-14,1.3,0
217,정선군,2022-01-14,1.4,0
121,영월,2022-01-14,2.3,0
294,거제,2022-01-14,2,1.4
251,고창군,2022-01-14,4.4,1.1
260,장흥,2022-01-14,2.5,1.9
184,제주,2022-01-14,8,6.4
98,동두천,2022-01-14,4.5,0
115,울릉도,2022-01-14,6.8,6.3
201,강화,2022-01-14,3.3,0
133,대전,2022-01-14,1.3,0
264,함양군,2022-01-14,2.9,0
192,진주,2022-01-14,2.6,1.5
268,진도군,2022-01-14,6.5,6
102,백령도,2022-01-14,2.4,1.6
93,북춘천,2022-01-14,2,0
189,서귀포,2022-01-14,5.6,4
135,추풍령,2022-01-14,3.1,1.1
271,봉화,2022-01-14,1.9,0
188,성산,2022-01-14,7.1,5.3
143,대구,2022-01-14,1.5,0
273,문경,2022-01-14,2,0
137,상주,2022-01-14,1.8,1.1
295,남해,2022-01-14,2.8,0
90,속초,2022-01-14,1.8,0
170,완도,2022-01-14,4.8,4.1
272,영주,2022-01-14,2.1,0
203,이천,2022-01-14,2.9,1.6
255,북창원,2022-01-14,2.3,0
284,거창,2022-01-14,2.9,1.6
177,홍성,2022-01-14,2.8,0
232,천안,2022-01-14,3.5,1.8
235,보령,2022-01-14,2.6,1.9
112,인천,2022-01-14,2.9,0
127,충주,2022-01-14,3.6,1.1
146,전주,2022-01-14,2.6,0
159,부산,2022-01-14,1.6,0
281,영천,2022-01-14,1.8,0
266,광양시,2022-01-14,3.1,0.9
99,파주,2022-01-14,4.5,0
155,창원,2022-01-14,2.1,0
236,부여,2022-01-14,2.8,0
278,의성,2022-01-14,1.9,0
259,강진군,2022-01-14,2.8,0.8
239,세종,2022-01-14,3,1.9
279,구미,2022-01-14,2.6,1.1
216,태백,2022-01-14,1.4,0
248,장수,2022-01-14,2.8,0
114,원주,2022-01-14,2.3,0
261,해남,2022-01-14,6.3,5.1
283,경주시,2022-01-14,2.3,0
262,고흥,2022-01-15,4.1,2.6
140,군산,2022-01-15,5.8,4.1
257,양산시,2022-01-15,4.4,3.1
114,원주,2022-01-15,7.3,4.1
295,남해,2022-01-15,4.3,3.9
202,양평,2022-01-15,6.6,5.1
108,서울,2022-01-15,8.5,5.6
236,부여,2022-01-15,6.4,3.4
253,김해시,2022-01-15,3.5,1.4
266,광양시,2022-01-15,4.5,4.1
277,영덕,2022-01-15,4.8,1.9
174,순천,2022-01-15,5.8,4.8
279,구미,2022-01-15,5.3,2.6
165,목포,2022-01-15,7.1,5.9
235,보령,2022-01-15,9,6
146,전주,2022-01-15,7.4,6.3
281,영천,2022-01-15,4.5,0.8
138,포항,2022-01-15,4.5,1
99,파주,2022-01-15,9.1,8.1
211,인제,2022-01-15,9.4,4.4
243,부안,2022-01-15,8.9,4.5
131,청주,2022-01-15,7.3,4.8
168,여수,2022-01-15,3.8,3.8
100,대관령,2022-01-15,8,5.6
184,제주,2022-01-15,7.1,6.4
251,고창군,2022-01-15,6.9,4.3
255,북창원,2022-01-15,3.1,1.1
212,홍천,2022-01-15,7.3,2.3
188,성산,2022-01-15,7.3,6.5
247,남원,2022-01-15,5.8,4
137,상주,2022-01-15,7.9,6.4
90,속초,2022-01-15,7.4,3.5
278,의성,2022-01-15,5.6,1.9
203,이천,2022-01-15,7.3,5.5
294,거제,2022-01-15,4.4,3.3
216,태백,2022-01-15,5.6,2.8
106,동해,2022-01-15,7,3.8
271,봉화,2022-01-15,5.6,1
185,고산,2022-01-15,8.3,6.8
263,의령군,2022-01-15,4.1,2.1
272,영주,2022-01-15,6.5,0
169,흑산도,2022-01-15,5.8,5.1
285,합천,2022-01-15,4.9,2.1
133,대전,2022-01-15,8,6.1
189,서귀포,2022-01-15,7.8,6.4
115,울릉도,2022-01-15,6.5,4.4
102,백령도,2022-01-15,7.6,7.6
284,거창,2022-01-15,7.6,4.5
264,함양군,2022-01-15,6.3,1.8
245,정읍,2022-01-15,5.8,5.5
239,세종,2022-01-15,5.8,3.8
217,정선군,2022-01-15,7.8,3.4
170,완도,2022-01-15,6.8,4.8
95,철원,2022-01-15,9.1,7.8
135,추풍령,2022-01-15,6.5,4.5
127,충주,2022-01-15,7.3,5.1
156,광주,2022-01-15,5,5
252,영광군,2022-01-15,8.1,5.9
93,북춘천,2022-01-15,9.3,4
121,영월,2022-01-15,7.3,5.4
254,순창군,2022-01-15,6.3,2.1
201,강화,2022-01-15,9.1,7.6
130,울진,2022-01-15,5.5,2.9
129,서산,2022-01-15,8.5,1.5
238,금산,2022-01-15,8.4,7.6
104,북강릉,2022-01-15,7.9,3.6
119,수원,2022-01-15,8.9,5.9
221,제천,2022-01-15,7.8,3.1
232,천안,2022-01-15,7,4.5
136,안동,2022-01-15,6.6,3.3
276,청송군,2022-01-15,6.1,0.3
98,동두천,2022-01-15,8.1,7.3
288,밀양,2022-01-15,4,3.5
289,산청,2022-01-15,4.5,1.3
155,창원,2022-01-15,3.9,1.6
261,해남,2022-01-15,6.8,5.9
152,울산,2022-01-15,3.6,1.3
159,부산,2022-01-15,3.9,1.8
177,홍성,2022-01-15,8.6,7
258,보성군,2022-01-15,4.3,2.4
248,장수,2022-01-15,6.6,3.1
259,강진군,2022-01-15,4.3,2.9
244,임실,2022-01-15,6.8,4.5
162,통영,2022-01-15,4.6,3.5
143,대구,2022-01-15,4.5,1.8
192,진주,2022-01-15,4.9,4.1
172,고창,2022-01-15,8.1,3.9
283,경주시,2022-01-15,4.5,1.3
112,인천,2022-01-15,9.4,6.3
268,진도군,2022-01-15,6.8,4.9
105,강릉,2022-01-15,7.9,5.4
273,문경,2022-01-15,6.1,1.3
226,보은,2022-01-15,6.1,2.6
260,장흥,2022-01-15,3.4,3.4
100,대관령,2022-01-16,1.4,1.4
268,진도군,2022-01-16,7.8,5
177,홍성,2022-01-16,2.3,2.3
129,서산,2022-01-16,2,1.5
119,수원,2022-01-16,1.1,1.1
252,영광군,2022-01-16,8.6,4
131,청주,2022-01-16,2.9,2.5
211,인제,2022-01-16,3.4,2.1
243,부안,2022-01-16,8.9,7.9
245,정읍,2022-01-16,6.3,6
146,전주,2022-01-16,4.6,3.6
259,강진군,2022-01-16,5.6,2.5
217,정선군,2022-01-16,3.6,1.8
283,경주시,2022-01-16,3.9,0.8
99,파주,2022-01-16,1.1,1.1
232,천안,2022-01-16,2.3,2.3
98,동두천,2022-01-16,1.8,1.3
169,흑산도,2022-01-16,7.6,7.4
174,순천,2022-01-16,6.1,3.4
104,북강릉,2022-01-16,1.9,1.9
133,대전,2022-01-16,2.8,2.8
114,원주,2022-01-16,3.4,2.4
90,속초,2022-01-16,2.1,1.5
192,진주,2022-01-16,1.4,0
143,대구,2022-01-16,3.5,2.8
279,구미,2022-01-16,3.6,2.5
226,보은,2022-01-16,2.8,2.1
203,이천,2022-01-16,1.4,1.4
188,성산,2022-01-16,8.3,6.5
248,장수,2022-01-16,5.8,3.1
155,창원,2022-01-16,0.6,0.3
288,밀양,2022-01-16,2.6,0
168,여수,2022-01-16,3.5,1.3
258,보성군,2022-01-16,4.5,2
172,고창,2022-01-16,8.8,3.5
105,강릉,2022-01-16,2.1,1.3
108,서울,2022-01-16,1.6,1.6
261,해남,2022-01-16,7.1,4
236,부여,2022-01-16,1.9,0
271,봉화,2022-01-16,2.3,1.6
130,울진,2022-01-16,2.6,1
257,양산시,2022-01-16,1.4,0.1
121,영월,2022-01-16,3.5,2.8
